filename,width,height,class,xmin,ymin,xmax,ymax
401.png,509,339,b_ball,269,56,289,73
402.png,597,360,face,93,43,134,83
402.png,597,360,face,343,56,387,104
402.png,597,360,face,504,31,542,76
402.png,597,360,face,234,1,262,33
402.png,597,360,player,21,39,191,309
402.png,597,360,player,259,43,415,351
402.png,597,360,player,218,5,307,276
402.png,597,360,player,464,31,557,324
402.png,597,360,player,166,6,215,270
403.png,2999,1687,b_ball,466,281,1032,885
403.png,2999,1687,face,1508,95,1988,595
403.png,2999,1687,player,770,1,2852,1687
404.png,425,405,b_ball,1,4,383,383
405.png,1200,800,player,333,7,603,800
405.png,1200,800,face,795,76,907,194
405.png,1200,800,b_ball,1034,238,1147,355
405.png,1200,800,player,746,62,1065,771
406.png,1280,720,face,641,49,817,227
406.png,1280,720,player,602,30,1121,715
406.png,1280,720,b_ball,1005,338,1167,506
406.png,1280,720,face,484,162,559,229
406.png,1280,720,referee,463,146,592,426
407.png,650,650,b_ball,32,27,623,622
408.png,1200,800,b_ball,403,234,535,360
408.png,1200,800,basket,409,367,655,655
409.png,600,419,basket,419,138,460,173
409.png,600,419,b_ball,289,56,320,81
409.png,600,419,face,149,186,174,214
409.png,600,419,face,48,218,69,241
409.png,600,419,face,103,224,120,243
409.png,600,419,face,381,209,404,237
409.png,600,419,player,258,97,320,360
409.png,600,419,player,108,185,176,385
409.png,600,419,player,38,217,95,380
409.png,600,419,player,357,205,444,385
410.png,598,599,basket,112,234,152,307
410.png,598,599,b_ball,338,22,379,58
410.png,598,599,face,112,412,137,433
410.png,598,599,face,324,401,345,420
410.png,598,599,player,307,391,365,595
410.png,598,599,player,81,406,140,583
410.png,598,599,player,233,356,289,583
410.png,598,599,face,237,354,260,386
410.png,598,599,player,357,263,446,574
410.png,598,599,player,423,145,546,564
411.png,2000,1333,face,971,595,1166,819
411.png,2000,1333,face,1396,450,1546,662
411.png,2000,1333,face,1676,660,1785,807
411.png,2000,1333,player,677,564,1173,1333
411.png,2000,1333,player,1185,433,1619,1333
411.png,2000,1333,player,1622,609,1903,1333
411.png,2000,1333,b_ball,608,1166,872,1333
412.png,910,1365,face,449,586,524,668
412.png,910,1365,player,352,417,613,1348
412.png,910,1365,b_ball,405,98,510,207
413.png,992,621,b_ball,289,178,375,265
413.png,992,621,basket,712,273,843,410
414.png,1600,1089,b_ball,282,461,372,550
414.png,1600,1089,b_ball,527,400,628,485
414.png,1600,1089,b_ball,712,164,817,248
414.png,1600,1089,b_ball,1146,29,1245,130
414.png,1600,1089,player,29,319,258,961
414.png,1600,1089,player,359,379,588,956
414.png,1600,1089,player,627,254,831,926
414.png,1600,1089,player,845,162,1069,875
414.png,1600,1089,player,1084,161,1317,933
414.png,1600,1089,player,1348,304,1571,969
415.png,612,408,b_ball,145,268,284,396
415.png,612,408,player,194,56,383,408
415.png,612,408,player,393,69,579,408
415.png,612,408,face,247,68,352,185
415.png,612,408,face,415,82,519,209
416.png,500,500,basket,12,57,395,440
417.png,1280,720,basket,27,316,230,528
417.png,1280,720,b_ball,434,303,533,407
417.png,1280,720,player,406,98,1110,714
418.png,800,600,face,268,187,356,295
418.png,800,600,face,621,412,704,512
418.png,800,600,player,90,141,437,600
418.png,800,600,b_ball,167,10,276,130
418.png,800,600,face,349,196,417,267
418.png,800,600,player,592,412,800,600
419.png,720,1280,face,370,235,486,402
419.png,720,1280,player,164,235,573,1270
419.png,720,1280,face,667,683,718,763
420.png,1280,720,face,320,107,455,274
420.png,1280,720,face,574,10,728,226
420.png,1280,720,player,251,111,548,719
420.png,1280,720,player,441,1,898,720
420.png,1280,720,b_ball,898,489,1115,710
421.png,2048,1363,face,1095,185,1238,331
421.png,2048,1363,face,614,523,676,610
421.png,2048,1363,player,520,492,730,1145
421.png,2048,1363,face,205,590,264,657
421.png,2048,1363,referee,163,597,352,1112
421.png,2048,1363,player,1036,204,1415,1320
421.png,2048,1363,player,1539,13,2048,1363
421.png,2048,1363,player,1542,316,1782,1163
421.png,2048,1363,face,1652,328,1727,446
421.png,2048,1363,player,2,113,439,1294
422.png,425,405,b_ball,1,6,385,393
423.png,612,408,basket,159,260,273,395
423.png,612,408,b_ball,273,133,341,195
424.png,2585,1688,face,156,771,222,844
424.png,2585,1688,face,205,724,262,793
424.png,2585,1688,basket,253,611,305,655
424.png,2585,1688,player,25,773,258,1311
424.png,2585,1688,player,169,713,375,1256
424.png,2585,1688,player,242,811,838,1688
424.png,2585,1688,player,689,369,1035,1584
424.png,2585,1688,player,1094,371,1531,1584
424.png,2585,1688,face,1705,811,1795,909
424.png,2585,1688,player,1617,818,1829,1449
424.png,2585,1688,player,1838,805,2095,1442
424.png,2585,1688,face,1889,816,1978,884
424.png,2585,1688,b_ball,1081,43,1225,168
424.png,2585,1688,basket,1375,67,1624,331
424.png,2585,1688,face,1191,666,1260,746
425.png,1800,2486,basket,714,626,995,861
425.png,1800,2486,b_ball,511,659,665,783
425.png,1800,2486,player,538,656,1140,2334
426.png,2560,1297,b_ball,445,86,1595,1055
427.png,4005,2037,b_ball,1433,174,1731,439
427.png,4005,2037,face,2552,947,2806,1209
427.png,4005,2037,player,698,391,1579,2037
427.png,4005,2037,player,1868,453,3498,2037
428.png,2000,2000,b_ball,150,91,1859,1876
429.png,960,540,face,442,77,554,221
429.png,960,540,referee,236,19,801,540
430.png,3204,2136,face,1307,358,1526,593
430.png,3204,2136,player,1118,234,1806,2090
430.png,3204,2136,b_ball,1482,903,1724,1154
430.png,3204,2136,basket,2082,3,2291,151
430.png,3204,2136,player,1,47,921,2128
431.png,2048,1383,face,1178,130,1407,424
431.png,2048,1383,player,1,85,397,1383
431.png,2048,1383,player,327,184,875,1383
431.png,2048,1383,face,876,227,988,457
431.png,2048,1383,referee,1263,234,1869,1383
432.png,2000,1333,b_ball,91,1003,543,1332
432.png,2000,1333,face,806,143,1139,503
432.png,2000,1333,player,663,83,1462,1333
433.png,660,879,face,327,431,398,505
433.png,660,879,player,203,262,485,879
433.png,660,879,b_ball,124,62,224,153
433.png,660,879,face,453,234,515,304
434.png,1200,800,player,123,284,255,714
434.png,1200,800,face,531,316,572,359
434.png,1200,800,face,580,273,612,311
434.png,1200,800,face,668,296,706,337
434.png,1200,800,player,819,462,956,800
434.png,1200,800,player,956,444,1144,775
434.png,1200,800,player,631,290,807,578
434.png,1200,800,b_ball,290,107,347,154
434.png,1200,800,basket,917,75,1016,172
435.png,425,424,b_ball,13,9,418,407
436.png,1300,956,b_ball,393,487,579,661
437.png,1200,675,face,227,74,391,267
437.png,1200,675,player,50,16,511,675
437.png,1200,675,face,922,68,1010,184
437.png,1200,675,b_ball,616,236,722,352
437.png,1200,675,player,750,32,1192,675
438.png,1000,1000,b_ball,50,55,939,970
439.png,681,383,face,20,243,51,279
439.png,681,383,face,20,284,56,319
439.png,681,383,referee,138,159,155,189
439.png,681,383,referee,317,215,329,259
439.png,681,383,basket,159,120,168,130
440.png,216,206,basket,60,33,80,56
440.png,216,206,b_ball,152,58,169,74
440.png,216,206,player,8,85,78,175
440.png,216,206,player,164,67,194,165
441.png,480,360,player,188,178,206,244
441.png,480,360,player,14,159,47,222
441.png,480,360,player,52,152,82,215
441.png,480,360,basket,58,110,70,122
441.png,480,360,player,97,128,117,179
441.png,480,360,player,402,159,432,209
441.png,480,360,player,356,159,378,194
441.png,480,360,referee,363,187,389,247
441.png,480,360,player,263,126,283,175
441.png,480,360,player,242,138,265,184
441.png,480,360,face,102,115,111,122
442.png,1280,720,face,606,149,705,268
442.png,1280,720,player,422,1,798,543
442.png,1280,720,basket,793,1,1021,50
443.png,480,360,b_ball,214,11,258,49
443.png,480,360,player,377,201,459,360
443.png,480,360,face,35,206,63,238
443.png,480,360,player,9,203,115,360
443.png,480,360,player,168,29,296,360
444.png,1400,933,face,467,152,650,349
444.png,1400,933,referee,422,137,1120,873
445.png,1920,1080,face,880,28,1039,205
445.png,1920,1080,b_ball,1204,262,1379,426
445.png,1920,1080,player,665,17,1293,1080
446.png,806,605,basket,292,10,630,222
446.png,806,605,b_ball,286,225,467,379
446.png,806,605,face,437,282,573,473
446.png,806,605,player,240,20,782,605
447.png,1843,1037,face,746,111,896,279
447.png,1843,1037,face,922,227,1055,390
447.png,1843,1037,player,491,16,968,1030
447.png,1843,1037,player,907,169,1559,1016
447.png,1843,1037,b_ball,1176,412,1311,575
448.png,1332,850,basket,552,205,627,282
449.png,670,429,b_ball,386,130,536,281
450.png,1400,1400,face,574,266,904,681
450.png,1400,1400,face,982,1,1130,175
450.png,1400,1400,face,289,9,480,215
450.png,1400,1400,player,307,248,1161,1400
450.png,1400,1400,player,838,5,1202,545
450.png,1400,1400,player,112,7,577,678
450.png,1400,1400,b_ball,51,340,200,496
450.png,1400,1400,b_ball,1164,430,1318,527
451.png,1200,800,face,340,343,391,384
451.png,1200,800,player,253,327,388,739
451.png,1200,800,referee,2,190,246,781
451.png,1200,800,player,413,86,587,724
451.png,1200,800,player,615,83,887,730
451.png,1200,800,player,907,286,1052,709
451.png,1200,800,face,912,296,961,368
451.png,1200,800,b_ball,537,25,610,87
452.png,1800,1200,player,354,76,670,790
452.png,1800,1200,face,472,103,551,181
452.png,1800,1200,b_ball,1138,851,1295,985
452.png,1800,1200,player,1174,153,1727,1033
452.png,1800,1200,player,854,104,1042,663
452.png,1800,1200,player,1026,130,1237,783
452.png,1800,1200,face,1031,161,1126,266
453.png,1400,2048,face,103,185,621,719
453.png,1400,2048,referee,21,88,685,1990
454.png,800,600,basket,92,150,263,362
455.png,612,408,referee,151,20,290,407
455.png,612,408,face,210,129,252,208
456.png,600,400,b_ball,242,19,322,92
456.png,600,400,basket,112,4,246,172
456.png,600,400,player,71,195,228,400
456.png,600,400,player,390,111,551,400
457.png,612,408,basket,238,171,336,280
458.png,508,339,b_ball,247,49,263,62
458.png,508,339,player,196,96,237,231
458.png,508,339,basket,302,121,320,139
459.png,620,611,face,346,248,417,341
459.png,620,611,face,35,71,117,169
459.png,620,611,b_ball,253,398,357,510
459.png,620,611,player,20,5,264,611
459.png,620,611,player,251,219,473,603
461.png,1250,703,b_ball,458,13,586,124
461.png,1250,703,player,919,222,1139,703
461.png,1250,703,player,226,282,538,703
461.png,1250,703,player,592,293,879,703
462.png,1278,1278,face,709,158,858,337
462.png,1278,1278,b_ball,1035,517,1209,696
462.png,1278,1278,player,517,108,978,1162
463.png,2035,3298,basket,558,774,1008,1267
464.png,1200,1200,face,546,343,682,480
464.png,1200,1200,player,500,333,1094,1163
464.png,1200,1200,b_ball,760,85,929,257
464.png,1200,1200,face,124,660,232,777
464.png,1200,1200,player,51,657,282,1198
465.png,1280,720,face,690,362,735,394
465.png,1280,720,player,570,427,713,720
466.png,1300,956,b_ball,690,51,775,120
466.png,1300,956,player,54,235,408,852
466.png,1300,956,player,734,188,984,776
466.png,1300,956,basket,1173,97,1233,153
467.png,1920,1080,basket,424,144,684,467
467.png,1920,1080,b_ball,1011,32,1169,193
467.png,1920,1080,player,1065,326,1398,1080
467.png,1920,1080,face,338,960,464,1062
467.png,1920,1080,player,656,33,1036,1080
469.png,518,778,referee,1,1,518,778
470.png,1000,1080,b_ball,199,195,796,791
471.png,720,810,b_ball,154,365,278,487
471.png,720,810,player,112,32,663,792
471.png,720,810,face,316,63,404,168
472.png,1200,628,face,401,17,530,190
472.png,1200,628,player,28,1,686,628
472.png,1200,628,b_ball,42,380,207,556
473.png,1920,1080,face,1125,101,1266,310
473.png,1920,1080,basket,1340,1,1586,184
473.png,1920,1080,basket,1513,221,1563,271
473.png,1920,1080,face,515,396,583,470
473.png,1920,1080,b_ball,459,466,680,679
473.png,1920,1080,face,766,270,948,515
473.png,1920,1080,face,1560,414,1630,489
473.png,1920,1080,face,1801,396,1851,465
473.png,1920,1080,player,1479,391,1721,1009
473.png,1920,1080,player,1728,391,1920,914
473.png,1920,1080,player,1027,94,1348,1080
473.png,1920,1080,player,679,275,1015,1080
473.png,1920,1080,face,906,101,1019,269
473.png,1920,1080,face,586,407,604,423
474.png,1200,800,b_ball,383,179,451,243
474.png,1200,800,face,227,215,284,268
474.png,1200,800,face,588,238,612,262
474.png,1200,800,player,702,243,799,597
474.png,1200,800,player,1,233,176,693
474.png,1200,800,referee,182,203,352,625
474.png,1200,800,player,888,227,973,489
474.png,1200,800,player,558,228,629,442
474.png,1200,800,player,1006,184,1112,567
474.png,1200,800,player,1129,217,1200,430
475.png,759,1138,face,169,164,324,347
475.png,759,1138,player,31,134,737,1108
475.png,759,1138,b_ball,545,520,722,702
476.png,736,856,face,329,103,449,229
476.png,736,856,b_ball,52,441,194,574
476.png,736,856,player,57,36,555,856
476.png,736,856,player,581,153,736,856
478.png,612,406,b_ball,160,17,227,82
478.png,612,406,basket,344,82,462,193
478.png,612,406,player,117,203,254,406
479.png,910,1226,basket,88,390,669,983
480.png,1280,720,face,421,41,592,262
480.png,1280,720,face,908,198,1068,374
480.png,1280,720,b_ball,65,320,253,504
480.png,1280,720,player,253,12,807,720
481.png,660,523,face,291,60,410,203
481.png,660,523,b_ball,88,65,235,208
481.png,660,523,player,43,41,604,523
482.png,600,400,basket,171,27,236,99
482.png,600,400,player,306,7,443,364
482.png,600,400,player,111,234,183,400
482.png,600,400,b_ball,186,283,217,312
482.png,600,400,b_ball,228,347,249,373
482.png,600,400,player,186,240,250,400
483.png,800,539,face,233,189,281,255
483.png,800,539,face,374,138,453,228
483.png,800,539,face,551,196,594,254
483.png,800,539,face,498,62,538,129
483.png,800,539,face,256,46,313,121
483.png,800,539,face,398,73,422,99
483.png,800,539,b_ball,370,2,412,36
483.png,800,539,b_ball,185,205,241,257
483.png,800,539,b_ball,462,260,516,310
483.png,800,539,player,514,197,647,374
483.png,800,539,player,113,185,314,405
483.png,800,539,player,184,44,375,233
483.png,800,539,player,464,60,550,236
484.png,1200,675,face,610,38,695,128
484.png,1200,675,b_ball,293,456,325,482
484.png,1200,675,face,494,101,556,171
484.png,1200,675,b_ball,233,12,293,76
484.png,1200,675,b_ball,707,250,794,326
484.png,1200,675,face,946,499,989,540
484.png,1200,675,player,26,138,188,439
484.png,1200,675,player,144,47,310,438
484.png,1200,675,player,422,92,580,417
484.png,1200,675,player,582,68,787,441
484.png,1200,675,player,827,101,931,310
484.png,1200,675,player,866,64,902,124
484.png,1200,675,basket,910,22,969,56
484.png,1200,675,player,1025,56,1051,119
484.png,1200,675,referee,1131,91,1153,154
484.png,1200,675,player,1010,115,1107,225
484.png,1200,675,player,234,500,312,666
484.png,1200,675,player,301,519,369,668
484.png,1200,675,b_ball,837,580,890,631
484.png,1200,675,player,831,538,989,673
484.png,1200,675,player,934,493,1101,669
484.png,1200,675,face,918,537,962,593
485.png,1200,836,basket,487,25,602,145
485.png,1200,836,player,110,371,336,826
485.png,1200,836,player,322,411,464,795
485.png,1200,836,player,436,192,551,720
485.png,1200,836,player,534,183,736,736
485.png,1200,836,player,962,387,1163,815
485.png,1200,836,player,800,453,944,744
485.png,1200,836,player,716,479,825,732
485.png,1200,836,face,730,486,757,519
485.png,1200,836,face,814,456,854,487
485.png,1200,836,face,360,416,406,449
485.png,1200,836,face,1011,393,1060,447
486.png,1300,726,b_ball,453,174,859,567
487.png,1280,720,face,514,56,711,307
487.png,1280,720,referee,218,9,951,720
488.png,576,324,face,233,7,315,80
488.png,576,324,player,143,1,411,324
489.png,1960,1307,basket,83,685,116,731
489.png,1960,1307,basket,778,710,811,740
489.png,1960,1307,basket,1410,686,1447,722
489.png,1960,1307,basket,1549,603,1620,668
490.png,1440,810,b_ball,115,477,379,736
490.png,1440,810,face,553,52,769,317
490.png,1440,810,face,1044,45,1252,264
490.png,1440,810,player,274,41,969,810
490.png,1440,810,player,979,67,1440,810
491.png,800,600,face,403,16,497,114
491.png,800,600,face,415,152,517,257
491.png,800,600,player,1,131,800,600
492.png,1024,440,basket,457,103,571,224
493.png,800,533,b_ball,325,358,406,443
493.png,800,533,face,427,65,486,146
495.png,1400,787,player,225,1,1034,786
495.png,1400,787,b_ball,715,195,1023,495
496.png,1400,933,b_ball,56,459,257,658
496.png,1400,933,player,117,10,611,933
496.png,1400,933,player,732,11,1324,933
496.png,1400,933,face,359,72,516,293
496.png,1400,933,face,798,59,938,250
497.png,800,533,player,56,132,291,472
497.png,800,533,face,82,141,138,195
497.png,800,533,player,314,63,466,495
497.png,800,533,player,527,92,730,514
497.png,800,533,face,317,70,376,161
497.png,800,533,face,538,99,596,179
498.png,1066,800,b_ball,211,23,979,790
499.png,495,495,b_ball,236,193,297,248
499.png,495,495,b_ball,103,130,135,158
499.png,495,495,player,54,181,161,368
499.png,495,495,basket,247,95,302,166
500.png,4067,2711,face,2752,344,3429,1035
500.png,4067,2711,referee,2520,167,3858,2711
500.png,4067,2711,player,117,79,2538,2711
500.png,4067,2711,face,1787,285,2361,979
501.png,1560,1040,b_ball,339,327,787,788
501.png,1560,1040,face,835,309,1141,762
501.png,1560,1040,player,271,297,1427,1040
502.png,966,560,player,449,289,454,307
502.png,966,560,player,470,292,477,319
502.png,966,560,player,508,309,522,345
502.png,966,560,player,422,269,431,293
502.png,966,560,player,399,264,409,287
502.png,966,560,player,551,325,564,360
502.png,966,560,referee,577,314,587,348
502.png,966,560,referee,591,311,603,349
502.png,966,560,basket,406,226,411,235
502.png,966,560,player,610,297,619,334
502.png,966,560,player,477,280,492,301
502.png,966,560,player,507,286,515,305
503.png,1896,2520,face,713,181,1024,481
503.png,1896,2520,b_ball,921,1037,1291,1418
503.png,1896,2520,player,638,86,1778,2468
503.png,1896,2520,face,451,246,651,449
503.png,1896,2520,player,151,130,649,2219
504.png,1980,1114,face,1081,47,1364,425
504.png,1980,1114,b_ball,1373,852,1800,1114
504.png,1980,1114,player,8,22,1887,1114
506.png,800,600,basket,473,5,567,99
506.png,800,600,face,5,278,42,308
506.png,800,600,player,2,275,45,502
506.png,800,600,player,253,151,433,564
506.png,800,600,face,458,138,492,186
506.png,800,600,player,545,269,610,411
506.png,800,600,face,570,268,599,295
506.png,800,600,face,601,293,622,309
506.png,800,600,player,112,161,310,580
506.png,800,600,player,420,53,523,328
506.png,800,600,b_ball,415,307,467,373
507.png,347,280,basket,194,99,205,109
508.png,1000,687,basket,444,225,524,309
509.png,1400,1400,b_ball,1106,1,1400,306
509.png,1400,1400,face,1024,491,1254,757
509.png,1400,1400,face,460,666,676,922
509.png,1400,1400,player,57,581,854,1400
509.png,1400,1400,player,772,70,1400,1388
510.png,612,408,basket,176,105,230,166
510.png,612,408,player,134,289,204,400
510.png,612,408,face,168,289,181,305
510.png,612,408,player,511,214,612,406
510.png,612,408,player,383,290,432,399
510.png,612,408,b_ball,282,71,310,99
510.png,612,408,player,286,101,383,401
510.png,612,408,player,237,116,296,408
510.png,612,408,face,393,293,407,306
511.png,1201,801,b_ball,68,394,376,714
511.png,1201,801,face,770,15,1017,316
511.png,1201,801,basket,274,91,552,414
511.png,1201,801,player,352,3,1201,801
512.png,1280,720,basket,293,343,773,571
513.png,1296,729,b_ball,104,280,366,543
513.png,1296,729,face,451,212,590,334
513.png,1296,729,player,86,113,637,729
513.png,1296,729,basket,884,1,1296,726
514.png,1280,720,face,183,73,272,163
514.png,1280,720,face,170,576,217,638
514.png,1280,720,face,339,195,471,263
514.png,1280,720,player,36,27,287,592
514.png,1280,720,player,340,168,504,652
515.png,730,404,face,356,113,387,153
515.png,730,404,face,417,110,452,152
515.png,730,404,face,462,94,502,141
515.png,730,404,face,514,89,558,136
515.png,730,404,face,230,105,261,143
515.png,730,404,face,285,129,318,171
515.png,730,404,player,170,45,265,403
515.png,730,404,player,269,124,330,404
515.png,730,404,player,346,107,422,404
515.png,730,404,player,450,98,516,402
515.png,730,404,player,511,3,596,404
516.png,1024,727,face,590,73,671,186
516.png,1024,727,face,399,47,499,172
516.png,1024,727,face,289,40,362,116
516.png,1024,727,b_ball,63,61,186,185
516.png,1024,727,player,574,37,876,709
516.png,1024,727,player,247,48,386,635
517.png,1296,729,basket,945,58,1119,287
517.png,1296,729,b_ball,587,46,713,144
517.png,1296,729,player,739,52,956,722
517.png,1296,729,player,492,198,704,675
518.png,1200,800,referee,740,154,1158,800
518.png,1200,800,face,618,60,750,235
519.png,1050,825,face,388,194,499,303
519.png,1050,825,b_ball,189,494,335,626
519.png,1050,825,referee,237,145,593,825
519.png,1050,825,player,600,2,944,821
520.png,1200,800,b_ball,251,388,478,610
520.png,1200,800,face,788,35,956,255
520.png,1200,800,player,378,8,1036,798
521.png,960,640,face,275,272,309,311
521.png,960,640,referee,15,151,199,634
521.png,960,640,player,208,235,314,583
521.png,960,640,player,329,66,465,556
521.png,960,640,player,484,66,711,588
521.png,960,640,b_ball,429,19,487,68
521.png,960,640,player,724,235,849,580
522.png,1280,720,face,703,160,797,296
522.png,1280,720,face,450,60,540,194
522.png,1280,720,face,1104,50,1203,180
522.png,1280,720,b_ball,186,321,298,434
522.png,1280,720,player,94,21,525,720
522.png,1280,720,player,881,38,1210,720
523.png,784,523,referee,136,24,286,521
523.png,784,523,b_ball,272,198,351,299
523.png,784,523,face,333,27,410,125
523.png,784,523,referee,397,19,598,523
524.png,1600,900,face,673,21,784,163
524.png,1600,900,b_ball,440,300,560,423
524.png,1600,900,player,417,33,800,900
524.png,1600,900,player,259,94,434,770
524.png,1600,900,player,897,69,1224,900
525.png,512,512,player,165,94,340,484
525.png,512,512,b_ball,288,38,343,86
526.png,400,300,b_ball,170,99,238,169
526.png,400,300,face,97,60,147,142
526.png,400,300,face,202,177,256,251
526.png,400,300,basket,136,1,209,38
526.png,400,300,player,61,15,180,300
527.png,960,540,face,122,19,217,139
527.png,960,540,face,424,13,524,147
527.png,960,540,face,722,10,835,168
527.png,960,540,player,17,8,318,540
527.png,960,540,player,364,6,633,531
527.png,960,540,player,701,3,960,540
528.png,1200,675,face,541,135,621,243
528.png,1200,675,player,22,132,317,675
528.png,1200,675,face,171,137,268,263
528.png,1200,675,face,389,109,462,215
528.png,1200,675,face,670,404,776,488
528.png,1200,675,player,492,117,736,675
528.png,1200,675,face,873,319,954,425
528.png,1200,675,player,850,329,1198,675
530.png,1140,641,face,251,277,301,343
530.png,1140,641,face,387,276,437,342
530.png,1140,641,face,564,270,619,358
530.png,1140,641,face,722,289,772,367
530.png,1140,641,face,887,264,941,338
530.png,1140,641,face,1070,267,1122,346
530.png,1140,641,face,975,206,1033,280
530.png,1140,641,face,838,217,890,279
530.png,1140,641,face,692,221,748,303
530.png,1140,641,face,507,213,563,295
530.png,1140,641,face,330,219,386,301
530.png,1140,641,face,151,208,207,290
530.png,1140,641,face,64,276,120,358
530.png,1140,641,face,246,60,302,142
530.png,1140,641,face,338,23,387,81
530.png,1140,641,face,394,73,443,133
530.png,1140,641,face,518,83,569,148
530.png,1140,641,face,673,69,724,134
530.png,1140,641,face,820,64,871,129
530.png,1140,641,face,894,35,945,100
530.png,1140,641,face,966,102,1012,154
530.png,1140,641,face,990,149,1036,201
530.png,1140,641,face,811,146,857,198
530.png,1140,641,face,661,143,722,214
530.png,1140,641,face,544,154,589,218
530.png,1140,641,face,387,145,440,214
530.png,1140,641,face,241,142,295,213
530.png,1140,641,b_ball,550,453,626,531
530.png,1140,641,player,178,291,329,626
530.png,1140,641,player,335,284,486,619
530.png,1140,641,player,506,274,657,609
530.png,1140,641,player,666,290,817,625
530.png,1140,641,player,844,284,995,619
530.png,1140,641,player,956,195,1081,486
531.png,1800,1800,face,424,946,557,1148
531.png,1800,1800,face,320,354,453,556
531.png,1800,1800,face,501,1,594,161
531.png,1800,1800,face,876,6,969,167
531.png,1800,1800,face,1283,50,1376,212
531.png,1800,1800,face,849,640,1003,823
531.png,1800,1800,face,1247,756,1386,910
531.png,1800,1800,b_ball,1066,567,1261,769
531.png,1800,1800,b_ball,643,608,789,793
531.png,1800,1800,b_ball,657,1350,803,1535
531.png,1800,1800,b_ball,1432,1087,1578,1272
531.png,1800,1800,b_ball,857,383,1024,575
531.png,1800,1800,b_ball,644,254,770,427
531.png,1800,1800,b_ball,1408,189,1534,362
531.png,1800,1800,player,387,963,684,1613
531.png,1800,1800,player,299,343,596,993
531.png,1800,1800,player,481,1,772,519
531.png,1800,1800,player,760,1,1072,646
531.png,1800,1800,player,1131,1,1443,646
531.png,1800,1800,player,726,660,1234,1700
531.png,1800,1800,player,1112,761,1478,1442
532.png,600,463,face,217,93,284,177
532.png,600,463,player,210,73,419,447
532.png,600,463,b_ball,411,239,480,309
532.png,600,463,player,75,29,209,449
532.png,600,463,basket,320,39,383,121
533.png,450,387,b_ball,283,5,374,94
533.png,450,387,face,363,288,413,361
533.png,450,387,player,8,86,133,387
533.png,450,387,player,184,130,374,387
534.png,1400,933,player,261,55,589,933
534.png,1400,933,face,388,240,568,478
534.png,1400,933,face,711,269,874,483
534.png,1400,933,player,613,247,979,933
534.png,1400,933,b_ball,1011,425,1236,673
536.png,4178,2934,face,1749,119,2158,570
536.png,4178,2934,face,2365,12,2807,477
536.png,4178,2934,b_ball,1058,877,1523,1370
536.png,4178,2934,player,1226,19,2242,2899
536.png,4178,2934,player,2281,102,3400,2886
537.png,2718,1808,b_ball,2057,680,2494,1139
537.png,2718,1808,face,148,23,508,431
537.png,2718,1808,face,1031,41,1391,449
537.png,2718,1808,player,12,4,595,1808
537.png,2718,1808,player,904,1,1983,1800
538.png,612,402,b_ball,315,58,427,192
538.png,612,402,basket,402,203,600,393
539.png,1200,826,face,59,149,141,239
539.png,1200,826,face,521,191,603,281
539.png,1200,826,face,311,65,396,167
539.png,1200,826,player,12,109,220,727
539.png,1200,826,player,245,76,520,767
539.png,1200,826,player,484,146,890,794
539.png,1200,826,player,915,220,1158,692
539.png,1200,826,player,776,232,968,685
540.png,640,640,b_ball,26,158,139,273
541.png,1280,720,player,380,280,420,444
541.png,1280,720,player,437,322,494,487
541.png,1280,720,player,509,295,566,460
541.png,1280,720,player,672,219,729,384
541.png,1280,720,player,773,232,830,397
541.png,1280,720,player,777,455,902,639
541.png,1280,720,player,676,405,801,589
541.png,1280,720,referee,257,186,316,327
541.png,1280,720,referee,1133,167,1192,308
541.png,1280,720,basket,308,120,380,207
542.png,2200,1571,face,228,346,333,480
542.png,2200,1571,face,423,371,528,505
542.png,2200,1571,face,1642,384,1747,518
542.png,2200,1571,face,1484,397,1589,531
542.png,2200,1571,face,1291,391,1396,525
542.png,2200,1571,face,1036,402,1141,536
542.png,2200,1571,face,827,396,932,530
542.png,2200,1571,face,626,378,731,512
542.png,2200,1571,face,949,627,1054,761
542.png,2200,1571,face,1266,605,1371,739
542.png,2200,1571,face,1379,615,1484,749
542.png,2200,1571,face,1671,610,1776,744
542.png,2200,1571,face,1801,349,1906,483
542.png,2200,1571,face,516,603,621,737
542.png,2200,1571,face,704,623,809,757
542.png,2200,1571,player,180,349,396,1202
542.png,2200,1571,player,438,594,657,1229
542.png,2200,1571,player,1583,650,1802,1285
542.png,2200,1571,player,1354,593,1573,1228
542.png,2200,1571,player,1149,608,1368,1243
542.png,2200,1571,player,894,604,1113,1239
542.png,2200,1571,player,645,602,864,1237
542.png,2200,1571,player,1785,344,2060,1253
542.png,2200,1571,player,413,378,565,753
542.png,2200,1571,player,1282,376,1426,622
542.png,2200,1571,player,1429,356,1799,665
542.png,2200,1571,player,1006,353,1165,609
542.png,2200,1571,b_ball,1094,556,1213,727
543.png,561,765,b_ball,152,12,255,137
543.png,561,765,face,398,171,514,269
543.png,561,765,basket,47,80,193,322
543.png,561,765,player,182,204,347,765
543.png,561,765,player,352,164,517,725
544.png,3000,2216,b_ball,427,629,891,1110
544.png,3000,2216,player,841,181,2122,2196
544.png,3000,2216,face,1032,162,1541,641
545.png,1500,1390,b_ball,71,38,1436,1340
546.png,423,280,basket,303,81,338,120
546.png,423,280,player,235,75,315,224
546.png,423,280,b_ball,267,111,283,134
